Scan_ID,URL,HTTP_Method,Vulnerability,Parameter,CVSS,Severity,Status
DAST1189,/search,DELETE,Broken Authentication,token,7.5,High,Open
DAST1190,/download,DELETE,Missing Security Headers,token,6.8,Medium,Open
DAST1191,/checkout,GET,Broken Authentication,file,3,Low,Open
DAST1192,/search,DELETE,Session Management Issue,username,6.4,Medium,Open
DAST1193,/login,GET,Information Disclosure,id,5.6,Medium,Open
DAST1194,/download,DELETE,Security Misconfiguration,file,8.1,High,Fixed
DAST1195,/api/auth,PUT,Session Management Issue,file,2.2,Low,Open
DAST1196,/api/auth,PUT,Information Disclosure,file,3.6,Low,Open
DAST1197,/upload,DELETE,Session Management Issue,id,9,Critical,Open
DAST1198,/upload,POST,Cross-Site Scripting,file,2.9,Low,Open
DAST1199,/profile,DELETE,Path Traversal,id,9.7,Critical,Open
DAST1200,/upload,GET,CSRF,token,5.1,Medium,Open
