ID,File_Name,Language,Component,Vulnerability,CWE,Line_Number,CVSS,Severity,Risk_Score,Detection_Status,Remediation
V0788,admin.js,Python,API,Buffer Overflow,CWE-120,248,3.6,Low,2.52,Detected,Pending
V0789,config.c,JavaScript,Payment,Path Traversal,CWE-22,1242,8.5,High,10.2,Detected,Fixed
V0790,search.c,Java,User Management,Buffer Overflow,CWE-120,1441,7,High,8.4,Detected,Pending
V0791,config.c,Java,Payment,Insecure API,CWE-639,875,9.9,Critical,14.85,Missed,Fixed
V0792,auth.php,Java,Database,Buffer Overflow,CWE-120,1282,5.5,Medium,5.5,Detected,Pending
V0793,database.py,Python,Session Management,Path Traversal,CWE-22,1360,7.8,High,9.36,Detected,Fixed
V0794,session.php,C++,File Upload,SQL Injection,CWE-89,1217,2.6,Low,1.82,Detected,Pending
V0795,download.java,C++,File Upload,Insecure API,CWE-639,1311,7,High,8.4,Detected,Fixed
V0796,upload.cpp,Java,Authentication,Sensitive Data Exposure,CWE-200,1445,3.7,Low,2.59,Detected,Pending
V0797,auth.js,JavaScript,API,Insecure API,CWE-639,908,9.4,Critical,14.1,Detected,Fixed
V0798,search.js,Java,Payment,Sensitive Data Exposure,CWE-200,139,8.5,High,10.2,Detected,Fixed
V0799,server.c,JavaScript,Database,Hardcoded Credentials,CWE-798,571,8.8,High,10.56,Detected,Pending
V0800,auth.cpp,JavaScript,Database,Insecure Cryptography,CWE-327,1347,8.5,High,10.2,Detected,Pending
V0801,auth.php,JavaScript,User Management,Insecure Cryptography,CWE-327,866,5.3,Medium,5.3,Detected,Pending
V0802,profile.js,JavaScript,API,Sensitive Data Exposure,CWE-200,1169,9.8,Critical,14.7,Missed,Fixed
V0803,api.php,PHP,Database,Hardcoded Credentials,CWE-798,921,6,Medium,6,Detected,Pending
V0804,checkout.py,C,Configuration,Weak Authentication,CWE-287,256,6,Medium,6,Detected,Pending
V0805,upload.php,C++,Authentication,Insecure Cryptography,CWE-327,855,4.7,Medium,4.7,Detected,Fixed
V0806,auth.py,Python,Configuration,Command Injection,CWE-78,1486,2.5,Low,1.75,Missed,Pending
V0807,database.js,PHP,Database,Command Injection,CWE-78,803,9.3,Critical,13.95,Detected,Fixed
V0808,auth.js,C++,API,Cross-Site Scripting,CWE-79,1306,3.8,Low,2.66,Detected,Pending
V0809,auth.py,Python,User Management,Path Traversal,CWE-22,287,4.4,Medium,4.4,Detected,Fixed
V0810,checkout.py,PHP,User Management,SQL Injection,CWE-89,1160,7.3,High,8.76,Missed,Pending
V0811,database.java,Python,File Upload,Command Injection,CWE-78,254,6.5,Medium,6.5,Detected,Pending
V0812,upload.py,Java,API,Path Traversal,CWE-22,771,9.8,Critical,14.7,Detected,Fixed
V0813,download.php,Python,Session Management,Cross-Site Scripting,CWE-79,800,2.8,Low,1.96,Missed,Pending
V0814,download.cpp,C++,API,Insecure Cryptography,CWE-327,1143,6.4,Medium,6.4,Detected,Pending
V0815,login.py,Java,Configuration,Weak Authentication,CWE-287,736,9.3,Critical,13.95,Detected,Fixed
V0816,download.py,PHP,File Upload,SQL Injection,CWE-89,419,9,Critical,13.5,Detected,Fixed
V0817,auth.php,C++,File Upload,Sensitive Data Exposure,CWE-200,616,9.2,Critical,13.8,Detected,Fixed
V0818,auth.py,Java,File Upload,Insecure Cryptography,CWE-327,1205,8.2,High,9.84,Detected,Pending
V0819,search.py,JavaScript,File Upload,Insecure Cryptography,CWE-327,1014,3.3,Low,2.31,Detected,Pending
V0820,search.js,PHP,API,Path Traversal,CWE-22,109,3,Low,2.1,Detected,Fixed
V0821,config.c,C++,Configuration,Cross-Site Scripting,CWE-79,37,2.9,Low,2.03,Detected,Pending
V0822,database.java,PHP,File Upload,Buffer Overflow,CWE-120,1072,5.5,Medium,5.5,Detected,Pending
V0823,auth.java,JavaScript,File Upload,Path Traversal,CWE-22,674,8.2,High,9.84,Detected,Pending
V0824,user.java,C,Database,Insecure API,CWE-639,861,9.2,Critical,13.8,Detected,Pending
V0825,login.php,JavaScript,File Upload,Path Traversal,CWE-22,409,5.4,Medium,5.4,Detected,Fixed
V0826,auth.py,C,Database,Sensitive Data Exposure,CWE-200,634,8.5,High,10.2,Detected,Fixed
V0827,auth.c,Python,Session Management,Cross-Site Scripting,CWE-79,725,5.7,Medium,5.7,Detected,Pending
V0828,database.js,C,User Management,Cross-Site Scripting,CWE-79,481,7.4,High,8.88,Detected,Fixed
V0829,database.py,Python,Session Management,Weak Authentication,CWE-287,1401,8.1,High,9.72,Missed,Fixed
V0830,checkout.java,C++,API,Path Traversal,CWE-22,1021,7.5,High,9,Detected,Fixed
V0831,profile.java,Python,Authentication,Sensitive Data Exposure,CWE-200,966,8.8,High,10.56,Detected,Pending
V0832,login.js,C++,Authentication,Insecure Cryptography,CWE-327,278,4.5,Medium,4.5,Detected,Pending
V0833,config.py,C++,Authentication,Path Traversal,CWE-22,369,3.5,Low,2.45,Detected,Fixed
V0834,download.cpp,C++,Session Management,Insecure API,CWE-639,1075,2.7,Low,1.89,Detected,Fixed
V0835,server.java,JavaScript,Payment,Hardcoded Credentials,CWE-798,740,2.1,Low,1.47,Detected,Pending
V0836,search.cpp,PHP,Session Management,Command Injection,CWE-78,1095,9.2,Critical,13.8,Detected,Fixed
V0837,admin.cpp,PHP,Configuration,Command Injection,CWE-78,111,8.4,High,10.08,Detected,Fixed
V0838,config.py,Java,User Management,Sensitive Data Exposure,CWE-200,407,2.6,Low,1.82,Missed,Pending
V0839,admin.cpp,C,API,Cross-Site Scripting,CWE-79,328,2.8,Low,1.96,Detected,Pending
V0840,search.java,PHP,Authentication,Command Injection,CWE-78,1179,3.4,Low,2.38,Missed,Fixed
V0841,server.py,C++,Database,SQL Injection,CWE-89,636,6.2,Medium,6.2,Detected,Fixed
V0842,checkout.java,PHP,File Upload,SQL Injection,CWE-89,466,7.9,High,9.48,Missed,Pending
V0843,profile.js,Python,Authentication,SQL Injection,CWE-89,794,2.9,Low,2.03,Detected,Pending
V0844,api.php,PHP,API,Hardcoded Credentials,CWE-798,81,2.8,Low,1.96,Detected,Pending
V0845,download.java,C,Payment,Command Injection,CWE-78,737,6.4,Medium,6.4,Detected,Fixed
V0846,api.py,Python,Payment,Cross-Site Scripting,CWE-79,1097,4.3,Medium,4.3,Missed,Fixed
V0847,session.java,Java,Database,Path Traversal,CWE-22,182,5.5,Medium,5.5,Detected,Fixed
V0848,profile.js,JavaScript,User Management,Cross-Site Scripting,CWE-79,1370,2.9,Low,2.03,Missed,Fixed
V0849,config.c,Python,Session Management,Cross-Site Scripting,CWE-79,1164,9.4,Critical,14.1,Detected,Fixed
V0850,database.c,JavaScript,Database,Path Traversal,CWE-22,393,7.9,High,9.48,Missed,Pending
V0851,session.php,PHP,Configuration,Sensitive Data Exposure,CWE-200,216,5.7,Medium,5.7,Missed,Fixed
V0852,checkout.c,PHP,File Upload,Hardcoded Credentials,CWE-798,983,7.4,High,8.88,Detected,Fixed
V0853,download.php,JavaScript,Database,Hardcoded Credentials,CWE-798,170,4.3,Medium,4.3,Detected,Pending
V0854,admin.c,C++,User Management,Buffer Overflow,CWE-120,690,7.3,High,8.76,Detected,Pending
V0855,user.c,C,File Upload,Insecure Cryptography,CWE-327,797,5,Medium,5,Missed,Pending
V0856,login.py,Python,File Upload,Command Injection,CWE-78,531,7.4,High,8.88,Detected,Fixed
V0857,database.php,Java,Payment,Insecure Cryptography,CWE-327,498,5.3,Medium,5.3,Detected,Fixed
V0858,auth.cpp,Java,Configuration,Command Injection,CWE-78,21,7.7,High,9.24,Detected,Fixed
V0859,search.py,C,API,Insecure API,CWE-639,257,4.2,Medium,4.2,Detected,Fixed
V0860,server.cpp,JavaScript,Payment,Weak Authentication,CWE-287,869,7.9,High,9.48,Detected,Pending
V0861,database.py,C,Payment,Cross-Site Scripting,CWE-79,332,6.6,Medium,6.6,Detected,Fixed
V0862,server.cpp,PHP,Authentication,Insecure API,CWE-639,1384,2.2,Low,1.54,Detected,Fixed
V0863,checkout.c,C,User Management,SQL Injection,CWE-89,1004,4.9,Medium,4.9,Detected,Pending
V0864,upload.c,C++,Authentication,Weak Authentication,CWE-287,103,5.5,Medium,5.5,Detected,Pending
V0865,user.php,JavaScript,Database,Command Injection,CWE-78,748,5.2,Medium,5.2,Detected,Pending
V0866,api.java,PHP,Payment,Command Injection,CWE-78,544,6.4,Medium,6.4,Detected,Pending
V0867,upload.php,JavaScript,Configuration,Command Injection,CWE-78,787,8.9,High,10.68,Detected,Pending
V0868,upload.java,PHP,Authentication,Insecure API,CWE-639,108,8.1,High,9.72,Missed,Fixed
V0869,database.c,Python,File Upload,Insecure Cryptography,CWE-327,1473,2.5,Low,1.75,Detected,Pending
V0870,config.js,PHP,File Upload,Command Injection,CWE-78,734,2.9,Low,2.03,Detected,Pending
V0871,admin.java,C,Session Management,Cross-Site Scripting,CWE-79,1434,4.5,Medium,4.5,Detected,Pending
V0872,profile.py,PHP,Payment,Weak Authentication,CWE-287,608,4.5,Medium,4.5,Detected,Fixed
V0873,database.py,C++,Session Management,Weak Authentication,CWE-287,753,7.9,High,9.48,Missed,Pending
V0874,admin.py,C++,File Upload,Path Traversal,CWE-22,1223,3.1,Low,2.17,Missed,Pending
V0875,profile.c,PHP,Configuration,Cross-Site Scripting,CWE-79,373,9.8,Critical,14.7,Detected,Fixed
V0876,download.js,Python,Database,Buffer Overflow,CWE-120,967,8.8,High,10.56,Detected,Fixed
V0877,admin.py,Python,API,Path Traversal,CWE-22,1286,6.7,Medium,6.7,Detected,Pending
V0878,upload.py,JavaScript,Authentication,Path Traversal,CWE-22,407,9.2,Critical,13.8,Detected,Fixed
V0879,api.js,JavaScript,Session Management,Buffer Overflow,CWE-120,974,2.1,Low,1.47,Detected,Pending
V0880,config.c,PHP,File Upload,Weak Authentication,CWE-287,599,8.3,High,9.96,Missed,Fixed
V0881,admin.cpp,Python,File Upload,Cross-Site Scripting,CWE-79,923,9.3,Critical,13.95,Detected,Fixed
V0882,login.c,Python,Payment,Command Injection,CWE-78,1068,2.9,Low,2.03,Detected,Pending
V0883,admin.java,C,Configuration,Insecure Cryptography,CWE-327,629,5.7,Medium,5.7,Detected,Fixed
V0884,admin.cpp,Python,Session Management,Command Injection,CWE-78,181,7.4,High,8.88,Missed,Pending
V0885,user.js,Python,Authentication,Command Injection,CWE-78,1120,5.7,Medium,5.7,Detected,Pending
V0886,login.php,PHP,Payment,Weak Authentication,CWE-287,1332,9,Critical,13.5,Detected,Fixed
V0887,server.c,C++,API,Path Traversal,CWE-22,504,5.2,Medium,5.2,Detected,Fixed
V0888,auth.js,PHP,Payment,Buffer Overflow,CWE-120,1120,6.5,Medium,6.5,Detected,Pending
V0889,auth.java,Python,Authentication,Sensitive Data Exposure,CWE-200,617,7.2,High,8.64,Detected,Pending
V0890,search.py,C++,Payment,Hardcoded Credentials,CWE-798,1383,4.3,Medium,4.3,Detected,Fixed
V0891,admin.php,PHP,User Management,Command Injection,CWE-78,1276,9.1,Critical,13.65,Detected,Fixed
V0892,profile.c,Java,Configuration,Path Traversal,CWE-22,769,3.1,Low,2.17,Detected,Pending
V0893,download.c,PHP,Authentication,Buffer Overflow,CWE-120,738,6.5,Medium,6.5,Detected,Pending
V0894,login.js,C,Configuration,SQL Injection,CWE-89,1148,4,Medium,4,Detected,Pending
V0895,search.php,Python,Configuration,Path Traversal,CWE-22,1099,2.6,Low,1.82,Detected,Pending
V0896,login.php,C,User Management,Insecure Cryptography,CWE-327,1296,8.1,High,9.72,Missed,Fixed
V0897,server.php,C,Payment,Command Injection,CWE-78,803,6.9,Medium,6.9,Detected,Fixed
V0898,admin.js,Python,Configuration,Sensitive Data Exposure,CWE-200,1302,4.7,Medium,4.7,Detected,Pending
V0899,config.js,Python,Payment,Insecure API,CWE-639,969,9.3,Critical,13.95,Detected,Fixed
V0900,user.py,C++,Configuration,Hardcoded Credentials,CWE-798,422,6.7,Medium,6.7,Detected,Pending
V0901,admin.c,C++,Session Management,Insecure Cryptography,CWE-327,1110,9.6,Critical,14.4,Detected,Pending
V0902,session.cpp,PHP,User Management,Weak Authentication,CWE-287,380,9.2,Critical,13.8,Missed,Fixed
V0903,login.py,C++,Configuration,Insecure Cryptography,CWE-327,1032,5.1,Medium,5.1,Detected,Pending
V0904,api.js,C++,Authentication,Insecure Cryptography,CWE-327,1303,7.7,High,9.24,Detected,Fixed
V0905,auth.py,Java,User Management,Weak Authentication,CWE-287,543,8.6,High,10.32,Detected,Fixed
V0906,admin.cpp,Python,Payment,Insecure API,CWE-639,878,9.3,Critical,13.95,Detected,Fixed
V0907,config.c,PHP,File Upload,Insecure API,CWE-639,273,3,Low,2.1,Detected,Pending
V0908,database.cpp,JavaScript,Payment,Insecure API,CWE-639,1007,2.4,Low,1.68,Detected,Pending
V0909,payment.java,Python,Database,Buffer Overflow,CWE-120,979,9.9,Critical,14.85,Detected,Fixed
V0910,user.java,Java,Authentication,Hardcoded Credentials,CWE-798,83,5.1,Medium,5.1,Detected,Fixed
V0911,server.js,JavaScript,Session Management,Buffer Overflow,CWE-120,138,7.7,High,9.24,Detected,Fixed
V0912,user.java,C++,Database,Path Traversal,CWE-22,396,6.2,Medium,6.2,Detected,Fixed
V0913,auth.java,Python,Session Management,Path Traversal,CWE-22,81,5.1,Medium,5.1,Missed,Pending
V0914,upload.py,C,File Upload,Weak Authentication,CWE-287,115,7.7,High,9.24,Detected,Pending
V0915,admin.js,JavaScript,Configuration,Buffer Overflow,CWE-120,451,9,Critical,13.5,Detected,Fixed
V0916,config.java,Java,Session Management,SQL Injection,CWE-89,977,3,Low,2.1,Detected,Pending
V0917,config.java,Java,Session Management,Path Traversal,CWE-22,260,4.9,Medium,4.9,Detected,Pending
V0918,server.c,Python,API,Sensitive Data Exposure,CWE-200,762,8.3,High,9.96,Detected,Pending
V0919,download.cpp,Java,API,Path Traversal,CWE-22,649,3.7,Low,2.59,Detected,Pending
V0920,api.py,Python,File Upload,Weak Authentication,CWE-287,506,7,High,8.4,Detected,Fixed
V0921,payment.js,JavaScript,Configuration,SQL Injection,CWE-89,1044,5,Medium,5,Detected,Pending
V0922,user.cpp,JavaScript,Session Management,Path Traversal,CWE-22,1062,6.8,Medium,6.8,Detected,Pending
V0923,payment.js,JavaScript,Session Management,Path Traversal,CWE-22,1278,6.5,Medium,6.5,Detected,Fixed
V0924,database.java,Python,Authentication,Command Injection,CWE-78,1377,7.6,High,9.12,Detected,Fixed
V0925,admin.cpp,PHP,API,Command Injection,CWE-78,1162,8.5,High,10.2,Missed,Pending
V0926,server.cpp,C++,Configuration,Insecure Cryptography,CWE-327,1135,5.6,Medium,5.6,Detected,Pending
V0927,user.cpp,C++,Session Management,SQL Injection,CWE-89,1478,5,Medium,5,Missed,Pending
V0928,server.py,PHP,Database,Insecure Cryptography,CWE-327,363,8.6,High,10.32,Detected,Fixed
V0929,api.py,C++,File Upload,Path Traversal,CWE-22,770,6.1,Medium,6.1,Detected,Pending
V0930,server.cpp,Java,Payment,Insecure API,CWE-639,102,7.9,High,9.48,Missed,Pending
V0931,download.cpp,Java,Payment,SQL Injection,CWE-89,179,8.8,High,10.56,Detected,Pending
V0932,upload.js,PHP,Authentication,Buffer Overflow,CWE-120,1008,5.5,Medium,5.5,Detected,Pending
V0933,database.cpp,Java,User Management,Weak Authentication,CWE-287,46,5.2,Medium,5.2,Detected,Pending
V0934,auth.js,C++,Session Management,Sensitive Data Exposure,CWE-200,1109,8.8,High,10.56,Detected,Pending
V0935,profile.js,C++,API,Insecure Cryptography,CWE-327,1354,7.8,High,9.36,Detected,Fixed
V0936,upload.py,Python,File Upload,Weak Authentication,CWE-287,934,6.9,Medium,6.9,Detected,Pending
V0937,admin.php,PHP,Authentication,Command Injection,CWE-78,644,7.6,High,9.12,Detected,Fixed
V0938,auth.cpp,JavaScript,Configuration,SQL Injection,CWE-89,1011,8,High,9.6,Detected,Fixed
V0939,auth.py,C,Database,Insecure API,CWE-639,850,4.1,Medium,4.1,Detected,Fixed
V0940,database.js,JavaScript,User Management,Hardcoded Credentials,CWE-798,759,4.2,Medium,4.2,Detected,Fixed
V0941,user.js,JavaScript,File Upload,Buffer Overflow,CWE-120,351,3.6,Low,2.52,Missed,Pending
V0942,checkout.py,C++,Database,Insecure Cryptography,CWE-327,649,9.5,Critical,14.25,Detected,Fixed
V0943,config.js,C,User Management,Insecure Cryptography,CWE-327,675,4.2,Medium,4.2,Detected,Pending
V0944,user.c,Python,User Management,Buffer Overflow,CWE-120,183,6,Medium,6,Detected,Fixed
V0945,auth.py,C++,Database,Path Traversal,CWE-22,1357,2.3,Low,1.61,Detected,Pending
V0946,database.php,Python,File Upload,Hardcoded Credentials,CWE-798,1250,8.4,High,10.08,Detected,Fixed
V0947,payment.js,C,Database,Buffer Overflow,CWE-120,1171,5.2,Medium,5.2,Missed,Pending
V0948,profile.cpp,C++,User Management,Weak Authentication,CWE-287,1363,5.7,Medium,5.7,Detected,Pending
V0949,server.c,C,Payment,SQL Injection,CWE-89,746,9.4,Critical,14.1,Detected,Fixed
V0950,session.py,Python,Session Management,SQL Injection,CWE-89,108,5.1,Medium,5.1,Detected,Fixed
V0951,auth.cpp,PHP,Configuration,Weak Authentication,CWE-287,485,8,High,9.6,Detected,Fixed
V0952,checkout.py,Python,Session Management,Command Injection,CWE-78,449,8.3,High,9.96,Detected,Fixed
V0953,api.cpp,C++,Configuration,Hardcoded Credentials,CWE-798,369,3.7,Low,2.59,Detected,Fixed
V0954,search.php,C++,File Upload,Command Injection,CWE-78,300,2.5,Low,1.75,Missed,Pending
V0955,search.py,JavaScript,Database,Cross-Site Scripting,CWE-79,984,4.7,Medium,4.7,Detected,Fixed
V0956,profile.js,C,Authentication,Sensitive Data Exposure,CWE-200,800,7.5,High,9,Missed,Pending
V0957,upload.java,Python,Payment,Command Injection,CWE-78,484,8.1,High,9.72,Detected,Pending
V0958,search.py,Python,Payment,Sensitive Data Exposure,CWE-200,823,7.2,High,8.64,Missed,Pending
V0959,payment.js,C++,Database,Weak Authentication,CWE-287,83,9.5,Critical,14.25,Detected,Fixed
V0960,checkout.cpp,PHP,Authentication,Buffer Overflow,CWE-120,1023,2,Low,1.4,Detected,Fixed
V0961,config.c,Python,Payment,SQL Injection,CWE-89,589,5,Medium,5,Detected,Pending
V0962,search.js,PHP,User Management,Weak Authentication,CWE-287,425,7.1,High,8.52,Detected,Fixed
V0963,payment.php,Java,Configuration,Command Injection,CWE-78,558,2.8,Low,1.96,Detected,Pending
V0964,login.php,JavaScript,Payment,Insecure API,CWE-639,886,2.1,Low,1.47,Detected,Pending
V0965,download.php,Python,Session Management,Cross-Site Scripting,CWE-79,391,3.2,Low,2.24,Detected,Fixed
V0966,api.cpp,C++,Payment,SQL Injection,CWE-89,1452,8,High,9.6,Detected,Pending
V0967,user.c,Java,API,Path Traversal,CWE-22,885,8.8,High,10.56,Missed,Pending
V0968,checkout.java,C,Authentication,SQL Injection,CWE-89,1257,4.6,Medium,4.6,Detected,Pending
V0969,config.c,C,Authentication,Buffer Overflow,CWE-120,182,4.1,Medium,4.1,Detected,Pending
V0970,login.php,PHP,Session Management,Command Injection,CWE-78,132,3.9,Low,2.73,Detected,Pending
V0971,login.php,Python,Payment,Cross-Site Scripting,CWE-79,1443,9.7,Critical,14.55,Missed,Fixed
V0972,admin.py,PHP,Configuration,Sensitive Data Exposure,CWE-200,823,6,Medium,6,Detected,Pending
V0973,session.js,JavaScript,Authentication,Command Injection,CWE-78,693,7.6,High,9.12,Detected,Fixed
V0974,session.java,PHP,Payment,Weak Authentication,CWE-287,475,9.3,Critical,13.95,Detected,Fixed
V0975,download.java,C++,Payment,Buffer Overflow,CWE-120,87,6.9,Medium,6.9,Detected,Pending
V0976,config.php,C,File Upload,SQL Injection,CWE-89,1064,4.1,Medium,4.1,Detected,Fixed
V0977,database.cpp,Python,Configuration,Cross-Site Scripting,CWE-79,888,9.4,Critical,14.1,Detected,Pending
V0978,auth.cpp,C++,Authentication,Hardcoded Credentials,CWE-798,1121,7.7,High,9.24,Detected,Fixed
V0979,auth.php,Python,File Upload,Path Traversal,CWE-22,574,2.4,Low,1.68,Detected,Pending
V0980,payment.py,PHP,Configuration,Weak Authentication,CWE-287,572,7.1,High,8.52,Detected,Pending
V0981,payment.py,C,API,Sensitive Data Exposure,CWE-200,491,8.8,High,10.56,Missed,Pending
V0982,user.py,C++,Payment,Hardcoded Credentials,CWE-798,1219,3,Low,2.1,Detected,Pending
V0983,database.cpp,C++,Authentication,Buffer Overflow,CWE-120,534,9.6,Critical,14.4,Detected,Fixed
V0984,checkout.php,JavaScript,Database,SQL Injection,CWE-89,764,2.3,Low,1.61,Detected,Pending
V0985,api.php,C++,Configuration,Weak Authentication,CWE-287,460,3.4,Low,2.38,Missed,Fixed
V0986,auth.py,Python,Authentication,Path Traversal,CWE-22,27,2.2,Low,1.54,Detected,Pending
V0987,checkout.cpp,JavaScript,User Management,Insecure API,CWE-639,338,5.1,Medium,5.1,Detected,Pending
V0988,checkout.java,C++,Configuration,Sensitive Data Exposure,CWE-200,67,7.7,High,9.24,Missed,Fixed
V0989,admin.cpp,JavaScript,Authentication,SQL Injection,CWE-89,478,7.2,High,8.64,Detected,Pending
V0990,session.js,C++,Authentication,Sensitive Data Exposure,CWE-200,515,5.9,Medium,5.9,Missed,Fixed
V0991,upload.c,PHP,File Upload,Path Traversal,CWE-22,531,2.6,Low,1.82,Detected,Pending
V0992,session.js,JavaScript,Authentication,Cross-Site Scripting,CWE-79,223,9.7,Critical,14.55,Detected,Fixed
V0993,user.php,Python,Database,Sensitive Data Exposure,CWE-200,1209,6.5,Medium,6.5,Missed,Fixed
V0994,login.py,C,Database,Weak Authentication,CWE-287,537,7.7,High,9.24,Missed,Fixed
V0995,search.java,Python,Configuration,Command Injection,CWE-78,1194,4.3,Medium,4.3,Detected,Pending
V0996,admin.js,C++,API,Cross-Site Scripting,CWE-79,429,8.4,High,10.08,Detected,Pending
V0997,database.js,C,File Upload,Insecure API,CWE-639,685,7,High,8.4,Detected,Fixed
V0998,server.java,Python,File Upload,Cross-Site Scripting,CWE-79,638,9.3,Critical,13.95,Detected,Pending
V0999,profile.cpp,PHP,Session Management,Command Injection,CWE-78,809,5.2,Medium,5.2,Detected,Pending
V1000,auth.java,JavaScript,Session Management,Command Injection,CWE-78,1399,4.5,Medium,4.5,Detected,Pending
V1001,login.py,JavaScript,Session Management,Hardcoded Credentials,CWE-798,423,7.9,High,9.48,Missed,Pending
V1002,user.c,JavaScript,Authentication,Insecure Cryptography,CWE-327,1327,7.6,High,9.12,Detected,Pending
V1003,search.c,C++,User Management,Weak Authentication,CWE-287,1122,5.5,Medium,5.5,Detected,Fixed
V1004,upload.c,C,Authentication,Cross-Site Scripting,CWE-79,562,8.5,High,10.2,Detected,Fixed
V1005,checkout.cpp,Java,API,Insecure Cryptography,CWE-327,379,4.4,Medium,4.4,Detected,Pending
V1006,admin.c,Java,User Management,SQL Injection,CWE-89,1389,9.3,Critical,13.95,Detected,Fixed
V1007,login.php,C,User Management,Path Traversal,CWE-22,627,7,High,8.4,Detected,Fixed
V1008,search.py,C,Configuration,SQL Injection,CWE-89,752,8.2,High,9.84,Detected,Fixed
V1009,login.js,PHP,Configuration,Insecure API,CWE-639,1257,7.7,High,9.24,Detected,Fixed
V1010,payment.c,C,Payment,SQL Injection,CWE-89,1428,7.3,High,8.76,Missed,Fixed
V1011,payment.java,PHP,Authentication,Insecure API,CWE-639,101,7.6,High,9.12,Missed,Pending
V1012,upload.py,PHP,Session Management,Buffer Overflow,CWE-120,237,3.5,Low,2.45,Detected,Pending
V1013,server.cpp,PHP,User Management,Sensitive Data Exposure,CWE-200,1066,6.8,Medium,6.8,Detected,Pending
V1014,profile.c,JavaScript,Session Management,Cross-Site Scripting,CWE-79,1316,8.1,High,9.72,Detected,Fixed
V1015,database.cpp,C,API,Weak Authentication,CWE-287,151,3.9,Low,2.73,Detected,Pending
V1016,upload.cpp,Java,Authentication,Sensitive Data Exposure,CWE-200,1276,7.5,High,9,Detected,Pending
V1017,api.java,C,Configuration,Cross-Site Scripting,CWE-79,145,2.7,Low,1.89,Missed,Pending
V1018,api.js,Java,File Upload,Weak Authentication,CWE-287,548,7.9,High,9.48,Detected,Pending
V1019,session.php,Java,Database,Command Injection,CWE-78,761,9.6,Critical,14.4,Missed,Pending
V1020,server.php,C,API,Insecure API,CWE-639,1468,7.3,High,8.76,Detected,Fixed
V1021,session.py,C,Authentication,Insecure API,CWE-639,916,7.3,High,8.76,Detected,Fixed
V1022,database.cpp,C,Database,Insecure Cryptography,CWE-327,1087,5.4,Medium,5.4,Detected,Fixed
V1023,server.py,Python,API,Insecure API,CWE-639,758,3.1,Low,2.17,Missed,Pending
V1024,payment.js,PHP,Authentication,Hardcoded Credentials,CWE-798,1334,5.8,Medium,5.8,Detected,Fixed
V1025,download.js,Python,File Upload,Cross-Site Scripting,CWE-79,1367,2.8,Low,1.96,Detected,Pending
V1026,admin.c,Python,Database,Path Traversal,CWE-22,576,8,High,9.6,Detected,Pending
V1027,checkout.php,Python,Database,Insecure Cryptography,CWE-327,523,4.9,Medium,4.9,Detected,Fixed
V1028,server.py,JavaScript,File Upload,Hardcoded Credentials,CWE-798,1017,6.5,Medium,6.5,Detected,Fixed
V1029,payment.c,Java,File Upload,SQL Injection,CWE-89,1219,5.1,Medium,5.1,Detected,Fixed
V1030,server.c,PHP,Database,Buffer Overflow,CWE-120,12,3.6,Low,2.52,Detected,Fixed
V1031,login.js,Java,Database,Command Injection,CWE-78,545,6.3,Medium,6.3,Detected,Pending
V1032,config.php,C++,API,Insecure Cryptography,CWE-327,518,5.1,Medium,5.1,Detected,Pending
V1033,server.py,Python,File Upload,Insecure API,CWE-639,1415,8.9,High,10.68,Detected,Pending
V1034,upload.c,JavaScript,Configuration,Command Injection,CWE-78,761,2.7,Low,1.89,Detected,Pending
V1035,search.php,C,File Upload,Command Injection,CWE-78,653,2.5,Low,1.75,Detected,Fixed
V1036,user.cpp,C++,Payment,Hardcoded Credentials,CWE-798,110,3.3,Low,2.31,Detected,Fixed
V1037,payment.py,C,User Management,Insecure API,CWE-639,1256,9.5,Critical,14.25,Missed,Fixed
V1038,checkout.c,Python,File Upload,Cross-Site Scripting,CWE-79,1128,5.5,Medium,5.5,Detected,Fixed
V1039,payment.cpp,C,Authentication,Path Traversal,CWE-22,390,7.4,High,8.88,Detected,Fixed
V1040,admin.py,Python,API,Insecure API,CWE-639,941,2.3,Low,1.61,Missed,Pending
V1041,server.php,C,Database,Path Traversal,CWE-22,286,5.7,Medium,5.7,Detected,Fixed
V1042,payment.js,C,Database,Hardcoded Credentials,CWE-798,1313,2.4,Low,1.68,Missed,Fixed
V1043,server.js,C++,Authentication,Path Traversal,CWE-22,1066,7,High,8.4,Detected,Fixed
V1044,auth.cpp,Java,Database,Sensitive Data Exposure,CWE-200,410,8.9,High,10.68,Detected,Pending
V1045,profile.php,Java,API,Hardcoded Credentials,CWE-798,818,3.6,Low,2.52,Detected,Pending
V1046,download.cpp,C,Database,Insecure Cryptography,CWE-327,74,4.3,Medium,4.3,Detected,Fixed
V1047,payment.c,C,API,Weak Authentication,CWE-287,1118,8.9,High,10.68,Detected,Fixed
V1048,server.php,PHP,Configuration,Insecure Cryptography,CWE-327,594,2.3,Low,1.61,Missed,Pending
V1049,login.php,Python,Authentication,Insecure Cryptography,CWE-327,92,8.3,High,9.96,Detected,Pending
V1050,login.c,JavaScript,File Upload,Command Injection,CWE-78,1300,5.6,Medium,5.6,Detected,Fixed
V1051,profile.js,JavaScript,User Management,SQL Injection,CWE-89,1335,2.6,Low,1.82,Missed,Pending
